CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
169,66.0,Male,Month-to-month,93.84839721861057,5443.207038679413,No,DSL,58,Yes,Mailed check,No,93.84838103785522,5443.206100195603
1671,27.0,Female,One year,47.78194947053806,1290.1126357045275,Yes,DSL,27,Yes,Electronic check,No,47.78193177352629,1290.1121578852099
2571,25.0,Male,Month-to-month,95.20593684503683,285.6178105351105,No,No,3,Yes,Bank transfer,Yes,95.20561949297185,285.61685847891556
2378,55.0,Male,One year,28.00921608802454,1008.3317791688835,Yes,No,36,Yes,Bank transfer,No,28.009208307688898,1008.3314990768004
4396,30.0,Male,Two year,78.23617157400163,2268.848975646047,No,No,29,Yes,Credit card,No,78.23614459602074,2268.848193284601
4258,67.0,Female,Month-to-month,93.56209777598849,654.9346844319194,No,DSL,7,Yes,Bank transfer,No,93.56196411603976,654.9337488122783
3863,56.0,Male,One year,27.255637542916617,517.8571133154157,No,No,19,No,Mailed check,No,27.25562319785178,517.8568407591838
24,43.0,Female,Month-to-month,73.87725861151162,3028.9676030719766,Yes,Fiber optic,41,Yes,Electronic check,No,73.87724059267245,3028.9668642995703
2634,50.0,Female,Two year,47.662227709370114,2859.733662562207,No,DSL,60,No,Credit card,No,47.66221976566682,2859.733185940009
3341,64.0,Female,Month-to-month,119.96696431230338,7198.017858738202,No,Fiber optic,60,Yes,Electronic check,No,119.96694431781265,7198.016659068759
2216,65.0,Female,One year,32.00907065715512,1184.3356143147394,No,Fiber optic,37,Yes,Electronic check,No,32.00906200605728,1184.3352942241193
3683,50.0,Female,One year,104.97530489343326,4408.962805524197,No,DSL,42,Yes,Electronic check,No,104.975279899319,4408.961755771398
4725,67.0,Female,Two year,84.57649506929368,1437.8004161779927,No,DSL,17,Yes,Electronic check,Yes,84.5764453184435,1437.7995704135396
1908,78.0,Male,Two year,40.8840416422792,367.9563747805128,No,DSL,9,Yes,Electronic check,No,40.88399621561674,367.95596594055064
85,23.0,Male,Month-to-month,90.02146588453341,990.2361247298676,Yes,Fiber optic,11,No,Electronic check,No,90.02138404691156,990.2352245160272
228,52.0,Female,Month-to-month,35.67092957629191,1177.140676017633,No,Fiber optic,33,No,Credit card,Yes,35.67091876692258,1177.1403193084452
297,24.0,Male,Month-to-month,104.6922599550907,1360.9993794161792,Yes,DSL,13,Yes,Bank transfer,Yes,104.692179422645,1360.998332494385
1002,29.0,Male,Month-to-month,114.8975664964901,5629.980758328015,No,No,49,No,Electronic check,No,114.89754304801193,5629.979609352585
2139,67.0,Female,Two year,76.98254773321338,307.9301909328535,Yes,DSL,4,Yes,Bank transfer,No,76.9823552773252,307.9294211093008
712,48.0,Male,Month-to-month,72.269726463837,144.539452927674,No,Fiber optic,2,No,Mailed check,No,72.26936511701142,144.53873023402284
2802,32.0,Female,Two year,75.33336724227703,1356.0006103609867,No,DSL,18,Yes,Mailed check,Yes,75.33332539042961,1355.999857027733
2528,60.0,Male,Month-to-month,44.7344671143344,1520.9718818873696,No,Fiber optic,34,Yes,Electronic check,Yes,44.73445395714206,1520.97143454283
3753,36.0,Male,One year,98.60004920773669,5225.802608010044,No,No,53,No,Credit card,No,98.60003060395732,5225.801622009738
3322,57.0,Male,One year,69.38913522062481,4440.904654119988,No,No,64,Yes,Electronic check,No,69.38912437857412,4440.903960228744
3182,49.0,Male,Two year,31.531903323787684,2081.1056193699874,No,Fiber optic,66,No,Mailed check,No,31.5318985462273,2081.105304051002
4184,33.0,Male,One year,21.96893119757511,527.2543487418027,Yes,DSL,24,Yes,Electronic check,Yes,21.968922043857592,527.2541290525822
1616,37.0,Female,Month-to-month,109.25423625318949,2185.08472506379,No,Fiber optic,20,No,Mailed check,No,109.25418162609868,2185.083632521974
3025,58.0,Female,Month-to-month,67.0230386998715,134.046077399743,Yes,DSL,2,Yes,Mailed check,No,67.02270358635357,134.04540717270714
1414,70.0,Male,Two year,50.15966074459236,1304.1511793594013,Yes,DSL,26,No,Credit card,No,50.15964145242257,1304.1506777629868
764,47.0,Male,Month-to-month,73.13917931384378,3656.958965692189,Yes,No,50,No,Credit card,No,73.13916468601084,3656.9582343005422
656,43.0,Male,Month-to-month,43.22657257975253,3025.860080582677,No,Fiber optic,70,Yes,Mailed check,No,43.226566404528754,3025.8596483170127
4798,54.0,Female,One year,44.98561101608344,2204.2949397880884,No,DSL,49,Yes,Mailed check,No,44.98560183534837,2204.29448993207
3850,45.0,Female,One year,59.67509257996017,4177.256480597212,No,Fiber optic,70,Yes,Credit card,No,59.675084054948165,4177.255883846372
4154,,Female,Two year,93.78348386983485,6377.27690314877,No,DSL,68,Yes,Mailed check,No,93.78347007814807,6377.275965314069
469,22.0,Male,Month-to-month,76.38033911116443,3055.213564446577,No,DSL,40,Yes,Mailed check,No,76.38032001608441,3055.2128006433763
158,43.0,Male,Month-to-month,86.77772264457613,1475.2212849577943,No,DSL,17,No,Mailed check,Yes,86.77767159888697,1475.2204171810786
1296,25.0,Male,Month-to-month,78.93763726481173,2447.0667552091636,No,No,31,No,Electronic check,Yes,78.93761180106598,2447.0659658330455
498,48.0,Male,One year,68.87312689772875,4132.387613863725,No,DSL,60,Yes,Electronic check,No,68.87311541887618,4132.3869251325705
4741,30.0,Female,One year,45.03345637346731,1035.769496589748,Yes,DSL,23,Yes,Electronic check,No,45.033436793712184,1035.7690462553803
2941,75.0,Male,One year,108.26144276638544,7253.5166653478245,Yes,DSL,67,No,Mailed check,No,108.26142660796356,7253.515582733558
3457,59.0,Female,One year,35.9642867815183,1942.0714862019881,Yes,Fiber optic,54,No,Mailed check,No,35.96428012146642,1942.071126559187
374,30.0,Female,Two year,96.65572943667533,3866.229177467013,No,No,40,Yes,Electronic check,No,96.655705272749,3866.22821090996
80,33.0,Male,One year,105.12073854447439,3258.742894878706,No,Fiber optic,31,No,Bank transfer,Yes,105.12070463456966,3258.7418436716594
1554,21.0,Male,One year,101.29048307527991,2329.681110731438,Yes,DSL,23,No,Bank transfer,No,101.29043903595858,2329.6800978270476
1670,66.0,Female,One year,49.05635115774553,1766.0286416788392,Yes,Fiber optic,36,Yes,Electronic check,No,49.056337530985104,1766.0281511154637
2132,43.0,Male,Month-to-month,63.67778830212578,2101.3670139701508,No,Fiber optic,33,Yes,Electronic check,No,63.67776900583214,2101.3663771924607
4440,52.0,Male,Two year,96.55900637910602,3089.8882041313927,No,Fiber optic,32,No,Credit card,No,96.55897620442595,3089.8872385416303
466,51.0,Male,Two year,38.38732407209912,2687.112685046938,Yes,DSL,70,Yes,Bank transfer,No,38.38731858819646,2687.112301173752
249,78.0,Female,Month-to-month,24.96246277435255,1647.5225431072681,Yes,Fiber optic,66,Yes,Credit card,No,24.96245899216179,1647.5222934826782
932,60.0,Male,One year,92.06678674601395,1933.4025216662928,Yes,No,21,No,Electronic check,Yes,92.0667429047078,1933.4016009988636
1336,30.0,Male,Month-to-month,46.24603114006834,1896.0872767428018,Yes,Fiber optic,41,No,Bank transfer,No,46.24601986055129,1896.086814282603
4525,22.0,Male,Month-to-month,22.910145132297657,916.4058052919063,Yes,No,40,No,Mailed check,No,22.910139404762806,916.4055761905122
1339,57.0,Female,One year,60.16302083327686,1383.7494791653678,No,Fiber optic,23,No,Electronic check,No,60.16299467545309,1383.7488775354211
1407,70.0,Female,Month-to-month,74.67871248282837,3883.2930491070756,No,No,52,Yes,Bank transfer,Yes,74.67869812154028,3883.2923023200947
1091,72.0,Female,Month-to-month,30.193380538260854,754.8345134565213,No,Fiber optic,25,Yes,Bank transfer,Yes,30.19336846091347,754.8342115228368
4210,28.0,Female,One year,39.04501556075189,2147.475855841354,No,No,55,Yes,Credit card,No,39.04500846165944,2147.475465391269
743,54.0,Female,One year,94.43368428217,4532.81684554416,No,DSL,48,No,Electronic check,No,94.43366460848986,4532.815901207514
2324,38.0,Male,Month-to-month,75.97584929292907,4330.6234096969565,Yes,DSL,57,Yes,Bank transfer,No,75.97583596383502,4330.622649938597
3602,40.0,Female,One year,45.02044870635418,2566.165576262188,No,DSL,57,Yes,Electronic check,No,45.020440808031225,2566.1651260577796
2124,28.0,Male,Month-to-month,89.3683814971205,4736.524219347386,No,DSL,53,Yes,Mailed check,No,89.3683646351649,4736.523325663739
2095,36.0,Female,Two year,66.56186948379622,3527.7790826411992,No,No,53,Yes,Electronic check,No,66.56185692495528,3527.7784170226296
241,28.0,Male,Month-to-month,75.49316443743433,4454.096701808626,No,Fiber optic,59,Yes,Bank transfer,No,75.4931516419849,4454.095946877109
2352,72.0,Male,Month-to-month,21.571658301928778,64.71497490578633,Yes,Fiber optic,3,Yes,Electronic check,Yes,21.57158639664079,64.71475918992238
1371,40.0,Male,Two year,52.390531656320185,3300.603494348172,Yes,DSL,63,Yes,Electronic check,No,52.3905233403641,3300.6029704429384
1058,53.0,Male,Month-to-month,88.57030513889372,5137.077698055836,No,No,58,No,Bank transfer,No,88.57028986815408,5137.076812352936
4817,44.0,Female,Two year,82.90596906251722,1741.0253503128615,Yes,DSL,21,Yes,Mailed check,No,82.90592958350312,1741.0245212535656
200,62.0,Male,Month-to-month,81.34454725679902,5612.773760719132,No,Fiber optic,69,No,Bank transfer,No,81.3445354677359,5612.7729472737765
2281,51.0,Male,Month-to-month,47.009575228364554,893.1819293389265,No,DSL,19,Yes,Electronic check,No,47.009550486495876,893.1814592434216
4750,37.0,Female,Two year,54.41718831678193,489.75469485103736,Yes,Fiber optic,9,No,Electronic check,No,54.41712785330654,489.7541506797588
2221,59.0,Male,Month-to-month,42.58243877640338,2129.121938820169,No,No,50,Yes,Electronic check,Yes,42.582430259917324,2129.1215129958664
4772,22.0,Male,Month-to-month,39.00854125998448,468.1024951198138,No,Fiber optic,12,Yes,Bank transfer,No,39.00850875289386,468.1021050347263
2820,40.0,Male,Month-to-month,23.132178522215977,138.79307113329585,Yes,No,6,Yes,Credit card,Yes,23.132139968649362,138.79283981189616
3151,21.0,Male,Month-to-month,57.550797776226176,1784.0747310630115,Yes,DSL,31,Yes,Mailed check,No,57.55077921145869,1784.0741555552195
4257,68.0,Male,One year,48.7905904397483,2829.854245505401,Yes,Fiber optic,58,Yes,Mailed check,No,48.79058202757898,2829.8537575995806
3108,39.0,Male,Month-to-month,93.41495973041509,2989.278711373283,No,DSL,32,No,Electronic check,Yes,93.4149305382493,2989.2777772239774
1974,52.0,Male,Month-to-month,88.69560692277908,1596.5209246100235,No,Fiber optic,18,Yes,Electronic check,No,88.69555764746929,1596.5200376544472
1376,33.0,Male,One year,114.8935875001504,1838.2974000024064,No,DSL,16,Yes,Bank transfer,No,114.8935156917031,1838.2962510672496
3969,42.0,Female,One year,60.60342065943693,4060.429184182274,No,No,67,No,Bank transfer,Yes,60.60341161415161,4060.428578148158
4063,24.0,Female,Month-to-month,90.83908550348353,4451.115189670693,Yes,Fiber optic,49,Yes,Electronic check,No,90.83906696489844,4451.1142812800235
4446,47.0,Male,Month-to-month,36.809744776660985,2503.062644812947,No,Fiber optic,68,Yes,Credit card,No,36.80973936346402,2503.0622767155533
3558,50.0,Female,One year,68.65666836079383,2608.9533977101655,No,DSL,38,No,Electronic check,No,68.65665029325427,2608.9527111436623
965,52.0,Male,One year,115.79820536090996,2663.358723300929,No,Fiber optic,23,No,Electronic check,No,115.79815501388603,2663.357565319379
180,34.0,Male,Month-to-month,49.754676134333025,1094.6028749553266,No,DSL,22,Yes,Bank transfer,No,49.75465351858143,1094.6023774087914
3699,55.0,Male,One year,20.740345864489132,352.58587969631526,Yes,Fiber optic,17,No,Bank transfer,No,20.74033366429286,352.5856722929786
3822,64.0,Female,One year,31.704458137676955,1141.3604929563703,Yes,DSL,36,No,Bank transfer,No,31.70444933088547,1141.360175911877
4879,27.0,Male,One year,96.96369667914125,6399.603980823323,No,DSL,66,No,Electronic check,No,96.96368198767428,6399.603011186502
3900,25.0,Female,Month-to-month,68.86861951261473,4614.197507345187,Yes,Fiber optic,67,Yes,Electronic check,Yes,68.86860923371782,4614.196818659094
4488,60.0,Female,Two year,109.82211239095695,1208.0432363005264,No,Fiber optic,11,No,Bank transfer,Yes,109.82201255276371,1208.0421380804007
3239,31.0,Male,Month-to-month,78.8486163711026,3627.036353070719,No,DSL,46,Yes,Mailed check,No,78.84859923010275,3627.0355645847267
2975,79.0,Female,Two year,103.55951636077303,1346.2737126900495,No,Fiber optic,13,Yes,Bank transfer,No,103.55943669966788,1346.2726770956824
3581,56.0,Female,One year,109.42378296355284,1094.2378296355284,No,DSL,10,Yes,Electronic check,No,109.4236735398793,1094.236735398793
2888,40.0,Female,One year,44.651632440971504,2857.7044762221763,Yes,DSL,64,No,Mailed check,No,44.651625464155025,2857.7040297059216
2576,,Female,Month-to-month,67.63261139188634,743.9587253107497,Yes,Fiber optic,11,No,Mailed check,No,67.63254990775006,743.9580489852507
1420,48.0,Male,Month-to-month,91.20545336912272,456.0272668456136,No,Fiber optic,5,Yes,Bank transfer,No,91.20527095858081,456.02635479290404
3908,67.0,Female,One year,21.508803021069493,1182.984166158822,Yes,Fiber optic,55,Yes,Credit card,No,21.508799110378742,1182.983951070831
4674,55.0,Male,Month-to-month,42.97956836052594,85.95913672105188,No,No,2,No,Bank transfer,No,42.97935346375862,85.95870692751724
4903,50.0,Female,Two year,88.29416946253303,706.3533557002643,No,DSL,8,Yes,Bank transfer,Yes,88.29405909495917,706.3524727596733
1861,59.0,Male,Month-to-month,103.77387595177639,4254.728914022832,No,Fiber optic,41,Yes,Electronic check,Yes,103.77385064108111,4254.727876284325
9,58.0,Male,Two year,50.743253254783724,3095.3384485418073,No,DSL,61,Yes,Electronic check,No,50.74324493621898,3095.337941109358
2895,23.0,Female,Month-to-month,63.25742650033506,3099.613898516418,No,DSL,49,No,Bank transfer,No,63.257413590658814,3099.613265942282
2848,25.0,Female,Month-to-month,49.32660857428302,345.28626001998117,Yes,DSL,7,No,Credit card,No,49.32653810780002,345.2857667546001
3665,26.0,Female,Month-to-month,39.94586658841594,2157.0767957744606,No,DSL,54,Yes,Electronic check,No,39.9458591910346,2157.0763963158684
145,58.0,Female,Month-to-month,78.4268202064501,3450.7800890838043,No,Fiber optic,44,Yes,Mailed check,No,78.42680238217683,3450.7793048157805
2105,44.0,Female,Month-to-month,80.51421968028677,1690.7986132860221,No,DSL,21,No,Mailed check,No,80.51418134020042,1690.7978081442088
3144,52.0,Female,One year,105.01924001952541,5250.96200097627,No,Fiber optic,50,Yes,Mailed check,No,105.0192190156816,5250.96095078408
842,63.0,Female,Two year,35.875791511208334,861.018996269,No,No,24,No,Electronic check,No,35.8757765629681,861.0186375112344
1129,61.0,Female,Two year,23.404450620026466,748.9424198408469,No,Fiber optic,32,Yes,Electronic check,No,23.40444330613793,748.9421857964138
152,31.0,Female,Month-to-month,94.88274636039874,3985.075347136747,No,DSL,42,Yes,Electronic check,No,94.88272376927402,3985.074398309509
3592,20.0,Male,One year,59.89377708727459,3713.4141794110246,No,DSL,62,Yes,Electronic check,No,59.89376742698952,3713.41358047335
1053,57.0,Female,Month-to-month,58.258882367092006,640.8477060380121,No,DSL,11,No,Mailed check,No,58.25882940451983,640.8471234497181
1591,41.0,Male,Two year,96.07945091533979,4131.4163893596115,No,Fiber optic,43,Yes,Mailed check,No,96.07942857128664,4131.415428565326
3009,80.0,Female,Two year,66.12705331522716,1322.5410663045432,No,No,20,No,Mailed check,No,66.12702025171703,1322.5404050343404
2030,65.0,Female,Month-to-month,60.30354889346852,1447.2851734432445,No,DSL,24,Yes,Electronic check,No,60.303523767000286,1447.2845704080069
3419,70.0,Female,Two year,54.80760779010357,2521.149958344764,No,No,46,Yes,Mailed check,No,54.80759587540881,2521.1494102688052
1808,62.0,Female,One year,109.03987890805519,7414.711765747753,No,DSL,68,No,Electronic check,No,109.03986287278123,7414.710675349123
2697,33.0,Male,Month-to-month,99.31708199940417,2880.195377982721,No,DSL,29,Yes,Electronic check,No,99.31704775214632,2880.1943848122432
3040,56.0,Male,One year,86.03533285426847,5162.119971256108,Yes,DSL,60,Yes,Electronic check,No,86.03531851504871,5162.119110902923
473,,Male,Month-to-month,52.52211913746342,1838.2741698112197,Yes,Fiber optic,35,Yes,Credit card,No,52.52210413114795,1838.2736445901783
3290,59.0,Female,Month-to-month,48.501790925956826,3298.121782965064,No,Fiber optic,68,No,Credit card,No,48.50178379334156,3298.121297947226
4075,63.0,Female,Month-to-month,45.65732259900467,2328.5234525492383,No,Fiber optic,51,Yes,Mailed check,Yes,45.65731364659023,2328.522995976102
3497,74.0,Male,Month-to-month,24.833890417809293,1465.1995346507483,No,Fiber optic,59,Yes,Electronic check,No,24.833886208676038,1465.1992863118862
280,38.0,Female,Month-to-month,76.289982635679,2746.439374884444,No,DSL,36,Yes,Mailed check,No,76.28996144402304,2746.438611984829
1742,69.0,Male,Month-to-month,66.78627373607823,3806.8176029564593,No,No,57,Yes,Mailed check,No,66.78626201919016,3806.816935093839
4625,48.0,Female,Month-to-month,34.081921813379516,511.22882720069276,No,DSL,15,No,Electronic check,Yes,34.08189909211346,511.2284863817019
2887,23.0,Female,Month-to-month,47.613641630319385,2475.909364776608,No,Fiber optic,52,Yes,Electronic check,No,47.6136324738516,2475.9088886402833
1942,54.0,Female,Two year,44.5897933526481,178.3591734105924,No,DSL,4,Yes,Electronic check,No,44.58968187844341,178.35872751377363
101,67.0,Female,Month-to-month,78.91334031560382,1893.9201675744916,Yes,Fiber optic,24,No,Electronic check,No,78.91330743505905,1893.9193784414174
2805,38.0,Male,Month-to-month,56.67086478922439,3570.2644817211367,Yes,Fiber optic,63,No,Mailed check,Yes,56.67085579385046,3570.2639150125788
3571,22.0,Female,One year,106.51691581432587,745.6184107002811,No,DSL,7,Yes,Mailed check,No,106.51676364752066,745.6173455326447
3685,79.0,Male,Month-to-month,101.7465344510961,305.2396033532883,No,No,3,Yes,Bank transfer,No,101.74619529711178,305.23858589133533
3662,39.0,Female,One year,119.3689192549669,835.5824347847683,No,DSL,7,Yes,Mailed check,No,119.36874872818302,835.5812410972811
531,77.0,Male,Month-to-month,93.02441662702573,4093.0743315891323,No,No,44,Yes,Bank transfer,No,93.02439548511767,4093.0734013451774
1887,68.0,Female,Month-to-month,110.99550632726093,998.9595569453484,Yes,DSL,9,No,Electronic check,No,110.9953829990576,998.9584469915184
682,62.0,Female,Month-to-month,45.615088517374886,1277.2224784864968,No,Fiber optic,28,No,Electronic check,No,45.61507222627766,1277.2220223357745
3795,44.0,Female,Month-to-month,116.47525328318305,4659.010131327322,Yes,DSL,40,No,Electronic check,No,116.475224164377,4659.00896657508
3945,71.0,Male,One year,53.02123367261459,2120.849346904584,No,Fiber optic,40,Yes,Electronic check,No,53.021220417309486,2120.8488166923794
4667,43.0,Female,Month-to-month,59.03399140119541,2774.597595856184,No,DSL,47,No,Electronic check,No,59.03397884077437,2774.5970055163953
2019,33.0,Male,Month-to-month,89.0206665020802,4005.9299925936093,No,Fiber optic,45,Yes,Mailed check,No,89.02064671971426,4005.929102387142
1097,30.0,Male,Month-to-month,21.03637223471771,210.3637223471771,No,Fiber optic,10,Yes,Electronic check,No,21.03635119836651,210.3635119836651
830,71.0,Male,Two year,59.478750917071395,2617.0650403511413,No,No,44,Yes,Credit card,No,59.478737399176524,2617.064445563767
2806,64.0,Female,Month-to-month,82.17171852038425,986.060622244611,No,DSL,12,Yes,Mailed check,No,82.17165004400921,986.0598005281106
3830,76.0,Male,Month-to-month,56.09694136485402,1851.1990650401826,No,DSL,33,No,Mailed check,No,56.09692436578602,1851.1985040709387
4382,43.0,Female,Month-to-month,26.28982576068592,1787.7081517266424,No,DSL,68,Yes,Bank transfer,No,26.28982189453564,1787.7078888284234
